type	timestamp	epoch	step	train_accuracy	predict_labels	actual_labels
train	20200410124626	1	5	0.9	[1 2 2 0 0 1 1 2]	[0 2 2 0 0 1 0 2]
train	20200410124637	1	6	0.9166667	[2 1 0 0 0 2 2 2]	[2 1 0 0 0 2 2 2]
train	20200410124648	1	7	0.9285714	[2 0 2 0 2 0 0 2]	[2 0 2 0 2 0 0 2]
train	20200410124659	1	8	0.921875	[0 2 2 2 0 2 2 2]	[0 2 2 2 1 2 2 2]
train	20200410124711	1	9	0.9305556	[2 2 1 0 0 2 1 1]	[2 2 1 0 0 2 1 1]
train	20200410124722	1	10	0.925	[2 1 2 2 2 0 2 2]	[2 0 2 2 2 0 2 2]
train	20200410124733	1	11	0.9318182	[0 2 2 2 0 2 1 1]	[0 2 2 2 0 2 1 1]
train	20200410124745	1	12	0.90625	[0 0 2 1 1 2 2 1]	[0 0 2 0 0 2 2 0]
train	20200410124756	1	13	0.90384614	[2 2 0 2 1 2 2 2]	[2 2 1 2 1 2 2 2]
train	20200410124808	1	14	0.90178573	[0 1 0 1 1 1 2 1]	[1 1 0 1 1 1 2 1]
train	20200410124820	1	15	0.90833336	[0 2 2 2 0 2 2 1]	[0 2 2 2 0 2 2 1]
train	20200410124832	1	16	0.9140625	[1 2 2 0 2 0 2 2]	[1 2 2 0 2 0 2 2]
train	20200410124843	1	17	0.9191176	[0 0 2 0 2 1 2 2]	[0 0 2 0 2 1 2 2]
train	20200410124855	1	18	0.9236111	[2 0 2 2 0 0 2 0]	[2 0 2 2 0 0 2 0]
train	20200410124906	1	19	0.92763156	[2 1 1 0 2 0 2 2]	[2 1 1 0 2 0 2 2]
train	20200410124918	1	20	0.925	[1 2 0 2 0 0 2 2]	[1 2 0 2 0 1 2 2]
train	20200410124928	1	21	0.9285714	[0 2 0 2 2 2 2 2]	[0 2 0 2 2 2 2 2]
train	20200410124940	1	22	0.9318182	[2 2 0 0 1 2 0 0]	[2 2 0 0 1 2 0 0]
train	20200410124951	1	23	0.9347826	[2 1 1 0 0 2 2 1]	[2 1 1 0 0 2 2 1]
train	20200410125003	1	24	0.9114583	[1 2 0 0 2 0 1 2]	[1 1 1 1 2 1 1 1]
train	20200410125014	1	25	0.915	[2 1 0 1 0 1 1 0]	[2 1 0 1 0 1 1 0]
train	20200410125025	1	26	0.91346157	[2 2 1 2 0 0 2 2]	[2 2 0 2 0 0 2 2]
train	20200410125037	1	27	0.912037	[1 0 2 0 0 0 2 1]	[1 0 2 0 1 0 2 1]
train	20200410125048	1	28	0.9151786	[0 0 0 1 1 0 1 2]	[0 0 0 1 1 0 1 2]
train	20200410125059	1	29	0.9094828	[2 0 1 2 0 2 0 0]	[1 0 1 1 0 2 0 0]
train	20200410125109	1	30	0.90833336	[1 0 2 0 1 2 2 0]	[1 0 2 1 1 2 2 0]
train	20200410125121	1	31	0.9072581	[2 1 2 2 2 2 0 0]	[2 1 2 2 2 2 0 1]
train	20200410125419	1	32	0.91015625	[1 1 1 1 1 2 2 0]	[1 1 1 1 1 2 2 0]
train	20200410125429	1	33	0.9128788	[2 1 1 2 2 1 1 0]	[2 1 1 2 2 1 1 0]
train	20200410125440	1	34	0.9080882	[2 1 2 1 2 1 2 1]	[2 1 2 0 2 1 2 0]
train	20200410125450	1	35	0.9071429	[1 1 1 2 2 0 2 2]	[1 0 1 2 2 0 2 2]
train	20200410125501	1	36	0.90625	[2 1 2 1 1 2 2 2]	[2 1 2 1 0 2 2 2]
train	20200410125512	1	37	0.9054054	[2 2 2 2 1 2 1 2]	[2 2 2 2 2 2 1 2]
train	20200410125522	1	38	0.90789473	[2 2 2 1 1 0 1 2]	[2 2 2 1 1 0 1 2]
train	20200410125532	1	39	0.90384614	[2 0 1 0 2 0 2 2]	[2 0 2 0 2 1 2 2]
train	20200410125543	1	40	0.90625	[2 1 1 1 2 0 2 0]	[2 1 1 1 2 0 2 0]
train	20200410125553	1	41	0.9085366	[1 1 0 0 2 0 2 1]	[1 1 0 0 2 0 2 1]
train	20200410125603	1	42	0.91071427	[2 0 0 2 1 1 2 2]	[2 0 0 2 1 1 2 2]
train	20200410125613	1	43	0.9127907	[0 0 1 0 2 2 2 0]	[0 0 1 0 2 2 2 0]
train	20200410125635	1	44	0.90909094	[2 2 1 1 0 2 2 2]	[2 2 2 2 0 2 2 2]
train	20200410125644	1	45	0.9027778	[2 0 0 0 2 2 1 2]	[2 1 0 1 2 2 2 2]
train	20200410125656	1	46	0.9048913	[2 0 2 2 0 2 1 0]	[2 0 2 2 0 2 1 0]
train	20200410125707	1	47	0.9069149	[2 0 2 0 1 2 1 1]	[2 0 2 0 1 2 1 1]
train	20200410125717	1	48	0.9088542	[2 0 1 0 0 0 2 1]	[2 0 1 0 0 0 2 1]
train	20200410125727	1	49	0.91071427	[0 2 2 0 0 2 2 2]	[0 2 2 0 0 2 2 2]
train	20200410125738	1	50	0.91	[0 1 2 2 2 0 1 0]	[0 1 2 2 2 1 1 0]
train	20200410125749	1	51	0.90931374	[0 2 2 2 0 0 2 0]	[0 2 2 2 1 0 2 0]
train	20200410125800	1	52	0.90865386	[0 2 2 0 0 1 0 1]	[0 2 2 0 0 0 0 1]
train	20200410125810	1	53	0.9103774	[0 0 1 2 1 1 0 2]	[0 0 1 2 1 1 0 2]
train	20200410125820	1	54	0.912037	[0 2 2 1 1 0 2 0]	[0 2 2 1 1 0 2 0]
train	20200410125834	1	55	0.9136364	[0 1 2 0 1 2 2 0]	[0 1 2 0 1 2 2 0]
train	20200410125844	1	56	0.9151786	[2 1 2 2 2 0 2 2]	[2 1 2 2 2 0 2 2]
train	20200410125857	1	57	0.9100877	[2 2 1 1 1 1 0 1]	[2 2 0 1 0 0 0 1]
train	20200410125903	1	58	0.9110629	[2 2 0 1 0]	[2 2 0 1 0]
train	20200410130116	2	1	0.75	[2 2 1 0 2 2 0 2]	[2 2 1 1 2 2 1 2]
train	20200410130126	2	2	0.8125	[1 2 0 0 2 1 2 0]	[0 2 0 0 2 1 2 0]
train	20200410130137	2	3	0.875	[1 0 1 2 2 1 0 2]	[1 0 1 2 2 1 0 2]
train	20200410130147	2	4	0.90625	[1 1 2 2 2 0 1 2]	[1 1 2 2 2 0 1 2]
train	20200410130157	2	5	0.925	[0 2 2 0 0 1 0 2]	[0 2 2 0 0 1 0 2]
train	20200410130208	2	6	0.9375	[2 1 0 0 0 2 2 2]	[2 1 0 0 0 2 2 2]
train	20200410130218	2	7	0.9464286	[2 0 2 0 2 0 0 2]	[2 0 2 0 2 0 0 2]
train	20200410130228	2	8	0.921875	[0 2 2 2 0 2 1 2]	[0 2 2 2 1 2 2 2]
train	20200410130239	2	9	0.9166667	[2 2 1 0 0 2 1 0]	[2 2 1 0 0 2 1 1]
train	20200410130250	2	10	0.925	[2 0 2 2 2 0 2 2]	[2 0 2 2 2 0 2 2]
train	20200410130301	2	11	0.9318182	[0 2 2 2 0 2 1 1]	[0 2 2 2 0 2 1 1]
train	20200410130314	2	12	0.9375	[0 0 2 0 0 2 2 0]	[0 0 2 0 0 2 2 0]
train	20200410130328	2	13	0.9423077	[2 2 1 2 1 2 2 2]	[2 2 1 2 1 2 2 2]
train	20200410130343	2	14	0.9464286	[1 1 0 1 1 1 2 1]	[1 1 0 1 1 1 2 1]
train	20200410130402	2	15	0.95	[0 2 2 2 0 2 2 1]	[0 2 2 2 0 2 2 1]
train	20200410130421	2	16	0.9453125	[1 2 2 1 2 0 2 2]	[1 2 2 0 2 0 2 2]
train	20200410130439	2	17	0.9411765	[0 0 2 1 2 1 2 2]	[0 0 2 0 2 1 2 2]
train	20200410130450	2	18	0.9305556	[2 1 2 2 0 1 2 0]	[2 0 2 2 0 0 2 0]
train	20200410130500	2	19	0.92763156	[2 1 0 0 2 0 2 2]	[2 1 1 0 2 0 2 2]
train	20200410130511	2	20	0.91875	[0 2 0 2 0 0 2 2]	[1 2 0 2 0 1 2 2]
train	20200410130521	2	21	0.92261904	[0 2 0 2 2 2 2 2]	[0 2 0 2 2 2 2 2]
train	20200410130531	2	22	0.9261364	[2 2 0 0 1 2 0 0]	[2 2 0 0 1 2 0 0]
train	20200410130542	2	23	0.9293478	[2 1 1 0 0 2 2 1]	[2 1 1 0 0 2 2 1]
train	20200410130552	2	24	0.9166667	[1 1 0 0 2 0 1 1]	[1 1 1 1 2 1 1 1]
train	20200410130603	2	25	0.92	[2 1 0 1 0 1 1 0]	[2 1 0 1 0 1 1 0]
train	20200410130615	2	26	0.9230769	[2 2 0 2 0 0 2 2]	[2 2 0 2 0 0 2 2]
train	20200410130626	2	27	0.9259259	[1 0 2 0 1 0 2 1]	[1 0 2 0 1 0 2 1]
train	20200410130638	2	28	0.92410713	[0 0 1 1 1 0 1 2]	[0 0 0 1 1 0 1 2]
train	20200410130650	2	29	0.92672414	[1 0 1 1 0 2 0 0]	[1 0 1 1 0 2 0 0]
train	20200410130702	2	30	0.925	[1 0 2 0 1 2 2 0]	[1 0 2 1 1 2 2 0]
train	20200410130715	2	31	0.9233871	[2 1 2 2 2 2 0 0]	[2 1 2 2 2 2 0 1]
train	20200410130727	2	32	0.92578125	[1 1 1 1 1 2 2 0]	[1 1 1 1 1 2 2 0]
train	20200410130738	2	33	0.9280303	[2 1 1 2 2 1 1 0]	[2 1 1 2 2 1 1 0]
train	20200410130748	2	34	0.93014705	[2 1 2 0 2 1 2 0]	[2 1 2 0 2 1 2 0]
train	20200410130759	2	35	0.93214285	[1 0 1 2 2 0 2 2]	[1 0 1 2 2 0 2 2]
train	20200410130809	2	36	0.9305556	[2 1 2 1 1 2 2 2]	[2 1 2 1 0 2 2 2]
train	20200410130820	2	37	0.9324324	[2 2 2 2 2 2 1 2]	[2 2 2 2 2 2 1 2]
train	20200410130830	2	38	0.93421054	[2 2 2 1 1 0 1 2]	[2 2 2 1 1 0 1 2]
train	20200410130841	2	39	0.9358974	[2 0 2 0 2 1 2 2]	[2 0 2 0 2 1 2 2]
train	20200410130851	2	40	0.9375	[2 1 1 1 2 0 2 0]	[2 1 1 1 2 0 2 0]
train	20200410130901	2	41	0.9390244	[1 1 0 0 2 0 2 1]	[1 1 0 0 2 0 2 1]
train	20200410130912	2	42	0.9404762	[2 0 0 2 1 1 2 2]	[2 0 0 2 1 1 2 2]
train	20200410130922	2	43	0.93895346	[1 0 1 0 2 2 2 0]	[0 0 1 0 2 2 2 0]
train	20200410130932	2	44	0.9375	[2 2 2 1 0 2 2 2]	[2 2 2 2 0 2 2 2]
train	20200410130943	2	45	0.9388889	[2 1 0 1 2 2 2 2]	[2 1 0 1 2 2 2 2]
train	20200410130953	2	46	0.9402174	[2 0 2 2 0 2 1 0]	[2 0 2 2 0 2 1 0]
train	20200410131003	2	47	0.94148934	[2 0 2 0 1 2 1 1]	[2 0 2 0 1 2 1 1]
train	20200410131014	2	48	0.9427083	[2 0 1 0 0 0 2 1]	[2 0 1 0 0 0 2 1]
train	20200410131028	2	49	0.9438776	[0 2 2 0 0 2 2 2]	[0 2 2 0 0 2 2 2]
train	20200410131043	2	50	0.945	[0 1 2 2 2 1 1 0]	[0 1 2 2 2 1 1 0]
train	20200410131057	2	51	0.9460784	[0 2 2 2 1 0 2 0]	[0 2 2 2 1 0 2 0]
train	20200410131110	2	52	0.94711536	[0 2 2 0 0 0 0 1]	[0 2 2 0 0 0 0 1]
train	20200410131122	2	53	0.9481132	[0 0 1 2 1 1 0 2]	[0 0 1 2 1 1 0 2]
train	20200410131135	2	54	0.9490741	[0 2 2 1 1 0 2 0]	[0 2 2 1 1 0 2 0]
train	20200410131147	2	55	0.95	[0 1 2 0 1 2 2 0]	[0 1 2 0 1 2 2 0]
train	20200410131159	2	56	0.95089287	[2 1 2 2 2 0 2 2]	[2 1 2 2 2 0 2 2]
train	20200410131210	2	57	0.9517544	[2 2 0 1 0 0 0 1]	[2 2 0 1 0 0 0 1]
train	20200410131218	2	58	0.95227766	[2 2 0 1 0]	[2 2 0 1 0]
train	20200410131352	3	1	0.75	[2 2 1 0 2 2 0 2]	[2 2 1 1 2 2 1 2]
train	20200410131403	3	2	0.875	[0 2 0 0 2 1 2 0]	[0 2 0 0 2 1 2 0]
train	20200410131414	3	3	0.9166667	[1 0 1 2 2 1 0 2]	[1 0 1 2 2 1 0 2]
